Date,OCCUPATION,GEO,JOB VACANCIES
2023-07,Other professional occupations in physical sciences [2115],British Columbia,0
2023-07,Life science professionals [212],British Columbia,0
2023-07,Biologists and related scientists [2121],British Columbia,0
2023-07,Forestry professionals [2122],British Columbia,0
2023-07,"Agricultural representatives, consultants and specialists [2123]",British Columbia,0
2023-07,"Civil, mechanical, electrical and chemical engineers [213]",British Columbia,690
2023-07,Civil engineers [2131],British Columbia,310
2023-07,Mechanical engineers [2132],British Columbia,175
2023-07,Electrical and electronics engineers [2133],British Columbia,170
2023-07,Chemical engineers [2134],British Columbia,35
2023-07,Other engineers [214],British Columbia,320
2023-07,Industrial and manufacturing engineers [2141],British Columbia,145
2023-07,Metallurgical and materials engineers [2142],British Columbia,0
2023-07,Mining engineers [2143],British Columbia,35
2023-07,Geological engineers [2144],British Columbia,0
2023-07,Petroleum engineers [2145],British Columbia,15
2023-07,Aerospace engineers [2146],British Columbia,0
2023-07,Computer engineers (except software engineers and designers) [2147],British Columbia,30
2023-07,"Other professional engineers, not elsewhere classified (n.e.c.) [2148]",British Columbia,0
2023-07,"Architects, urban planners and land surveyors [215]",British Columbia,225
2023-07,Architects [2151],British Columbia,0
2023-07,Landscape architects [2152],British Columbia,0
2023-07,Urban and land use planners [2153],British Columbia,110
2023-07,Land surveyors [2154],British Columbia,35
2023-07,"Mathematicians, statisticians and actuaries [216]",British Columbia,0
2023-07,"Mathematicians, statisticians and actuaries [2161]",British Columbia,0
2023-07,Computer and information systems professionals [217],British Columbia,1675
2023-07,Information systems analysts and consultants [2171],British Columbia,600
2023-07,Database analysts and data administrators [2172],British Columbia,105
2023-07,Software engineers and designers [2173],British Columbia,285
2023-07,Computer programmers and interactive media developers [2174],British Columbia,625
2023-07,Web designers and developers [2175],British Columbia,0
2023-07,Technical occupations related to natural and applied sciences [22],British Columbia,2675
2023-07,Technical occupations in physical sciences [221],British Columbia,125
2023-07,Chemical technologists and technicians [2211],British Columbia,95
2023-07,Geological and mineral technologists and technicians [2212],British Columbia,30
2023-07,Technical occupations in life sciences [222],British Columbia,0
2023-07,Biological technologists and technicians [2221],British Columbia,0
2023-07,Agricultural and fish products inspectors [2222],British Columbia,0
2023-07,Forestry technologists and technicians [2223],British Columbia,0
2023-07,Conservation and fishery officers [2224],British Columbia,0
2023-07,Landscape and horticulture technicians and specialists [2225],British Columbia,0
2023-07,"Technical occupations in civil, mechanical and industrial engineering [223]",British Columbia,510
2023-07,Civil engineering technologists and technicians [2231],British Columbia,245
2023-07,Mechanical engineering technologists and technicians [2232],British Columbia,80
2023-07,Industrial engineering and manufacturing technologists and technicians [2233],British Columbia,95
2023-07,Construction estimators [2234],British Columbia,0
2023-07,Technical occupations in electronics and electrical engineering [224],British Columbia,600
2023-07,Electrical and electronics engineering technologists and technicians [2241],British Columbia,0
2023-07,Electronic service technicians (household and business equipment) [2242],British Columbia,0
2023-07,Industrial instrument technicians and mechanics [2243],British Columbia,20
2023-07,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors [2244]",British Columbia,0
2023-07,"Technical occupations in architecture, drafting, surveying, geomatics and meteorology [225]",British Columbia,340
2023-07,Architectural technologists and technicians [2251],British Columbia,0
2023-07,Industrial designers [2252],British Columbia,0
2023-07,Drafting technologists and technicians [2253],British Columbia,0
2023-07,Land survey technologists and technicians [2254],British Columbia,0
2023-07,Technical occupations in geomatics and meteorology [2255],British Columbia,0
2023-07,Other technical inspectors and regulatory officers [226],British Columbia,240
2023-07,Non-destructive testers and inspection technicians [2261],British Columbia,0
2023-07,Engineering inspectors and regulatory officers [2262],British Columbia,0
2023-07,Inspectors in public and environmental health and occupational health and safety [2263],British Columbia,155
2023-07,Construction inspectors [2264],British Columbia,0
2023-07,Transportation officers and controllers [227],British Columbia,0
2023-07,"Air pilots, flight engineers and flying instructors [2271]",British Columbia,0
2023-07,Air traffic controllers and related occupations [2272],British Columbia,0
2023-07,"Deck officers, water transport [2273]",British Columbia,0
2023-07,"Engineer officers, water transport [2274]",British Columbia,0
2023-07,Railway traffic controllers and marine traffic regulators [2275],British Columbia,0
2023-07,Technical occupations in computer and information systems [228],British Columbia,435
2023-07,Computer network technicians [2281],British Columbia,85
2023-07,User support technicians [2282],British Columbia,305
2023-07,Information systems testing technicians [2283],British Columbia,0
2023-07,Health occupations [3],British Columbia,10425
2023-07,Professional occupations in nursing [30],British Columbia,4005
2023-07,Professional occupations in nursing [301],British Columbia,4005
2023-07,Nursing co-ordinators and supervisors [3011],British Columbia,75
2023-07,Registered nurses and registered psychiatric nurses [3012],British Columbia,3925
2023-07,Professional occupations in health (except nursing) [31],British Columbia,1390
2023-07,"Physicians, dentists and veterinarians [311]",British Columbia,230
2023-07,Specialist physicians [3111],British Columbia,0
2023-07,General practitioners and family physicians [3112],British Columbia,0
2023-07,Dentists [3113],British Columbia,0
2023-07,Veterinarians [3114],British Columbia,0
2023-07,"Optometrists, chiropractors and other health diagnosing and treating professionals [312]",British Columbia,125
2023-07,Optometrists [3121],British Columbia,0
2023-07,Chiropractors [3122],British Columbia,0
2023-07,Allied primary health practitioners [3124],British Columbia,125
2023-07,Other professional occupations in health diagnosing and treating [3125],British Columbia,0
2023-07,"Pharmacists, dietitians and nutritionists [313]",British Columbia,345
2023-07,Pharmacists [3131],British Columbia,280
2023-07,Dietitians and nutritionists [3132],British Columbia,65
2023-07,Therapy and assessment professionals [314],British Columbia,690
2023-07,Audiologists and speech-language pathologists [3141],British Columbia,80
2023-07,Physiotherapists [3142],British Columbia,320
2023-07,Occupational therapists [3143],British Columbia,270
2023-07,Other professional occupations in therapy and assessment [3144],British Columbia,25
2023-07,Technical occupations in health [32],British Columbia,3190
2023-07,Medical technologists and technicians (except dental health) [321],British Columbia,1205
2023-07,Medical laboratory technologists [3211],British Columbia,0
2023-07,Medical laboratory technicians and pathologists' assistants [3212],British Columbia,300
2023-07,Animal health technologists and veterinary technicians [3213],British Columbia,0
2023-07,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists [3214]",British Columbia,100
2023-07,Medical radiation technologists [3215],British Columbia,0
2023-07,Medical sonographers [3216],British Columbia,0
2023-07,"Cardiology technologists and electrophysiological diagnostic technologists, not elsewhere classified (n.e.c.) [3217]",British Columbia,55
2023-07,Other medical technologists and technicians (except dental health) [3219],British Columbia,315
2023-07,Technical occupations in dental health care [322],British Columbia,250
2023-07,Denturists [3221],British Columbia,0
2023-07,Dental hygienists and dental therapists [3222],British Columbia,250
2023-07,"Dental technologists, technicians and laboratory assistants [3223]",British Columbia,0
2023-07,Other technical occupations in health care [323],British Columbia,1730
2023-07,Opticians [3231],British Columbia,0
2023-07,Practitioners of natural healing [3232],British Columbia,0
2023-07,Licensed practical nurses [3233],British Columbia,1460
2023-07,Paramedical occupations [3234],British Columbia,0
2023-07,Massage therapists [3236],British Columbia,0
2023-07,Other technical occupations in therapy and assessment [3237],British Columbia,0
2023-07,Assisting occupations in support of health services [34],British Columbia,1845
2023-07,Assisting occupations in support of health services [341],British Columbia,1845
2023-07,Dental assistants [3411],British Columbia,0
2023-07,"Nurse aides, orderlies and patient service associates [3413]",British Columbia,1370
2023-07,Other assisting occupations in support of health services [3414],British Columbia,295
2023-07,"Occupations in education, law and social, community and government services [4]",British Columbia,9940
2023-07,Professional occupations in education services [40],British Columbia,2005
2023-07,University professors and post-secondary assistants [401],British Columbia,555
2023-07,University professors and lecturers [4011],British Columbia,400
2023-07,Post-secondary teaching and research assistants [4012],British Columbia,155
2023-07,College and other vocational instructors [402],British Columbia,0
2023-07,College and other vocational instructors [4021],British Columbia,0
2023-07,Secondary and elementary school teachers and educational counsellors [403],British Columbia,1005
2023-07,Secondary school teachers [4031],British Columbia,0
2023-07,Elementary school and kindergarten teachers [4032],British Columbia,0
2023-07,Educational counsellors [4033],British Columbia,0
2023-07,"Professional occupations in law and social, community and government services [41]",British Columbia,1775
2023-07,"Judges, lawyers and Quebec notaries [411]",British Columbia,0
2023-07,Judges [4111],British Columbia,0
2023-07,Lawyers and Quebec notaries [4112],British Columbia,0
2023-07,Social and community service professionals [415],British Columbia,585
2023-07,Psychologists [4151],British Columbia,0
2023-07,Social workers [4152],British Columbia,260
2023-07,"Family, marriage and other related counsellors [4153]",British Columbia,215
2023-07,Professional occupations in religion [4154],British Columbia,0
2023-07,Probation and parole officers and related occupations [4155],British Columbia,0
2023-07,Employment counsellors [4156],British Columbia,20
2023-07,"Policy and program researchers, consultants and officers [416]",British Columbia,915
2023-07,"Natural and applied science policy researchers, consultants and program officers [4161]",British Columbia,0
2023-07,Economists and economic policy researchers and analysts [4162],British Columbia,0
2023-07,Business development officers and marketing researchers and consultants [4163],British Columbia,0
2023-07,"Social policy researchers, consultants and program officers [4164]",British Columbia,0
2023-07,"Health policy researchers, consultants and program officers [4165]",British Columbia,100
2023-07,"Education policy researchers, consultants and program officers [4166]",British Columbia,75
2023-07,"Recreation, sports and fitness policy researchers, consultants and program officers [4167]",British Columbia,0
2023-07,Program officers unique to government [4168],British Columbia,0
2023-07,"Other professional occupations in social science, not elsewhere classified (n.e.c.) [4169]",British Columbia,0
2023-07,"Paraprofessional occupations in legal, social, community and education services [42]",British Columbia,4155
2023-07,"Paraprofessional occupations in legal, social, community and education services [421]",British Columbia,4155
2023-07,Paralegal and related occupations [4211],British Columbia,0
2023-07,Social and community service workers [4212],British Columbia,2625
2023-07,Early childhood educators and assistants [4214],British Columbia,1375
2023-07,Instructors of persons with disabilities [4215],British Columbia,5
2023-07,Other instructors [4216],British Columbia,0
2023-07,Other religious occupations [4217],British Columbia,0
2023-07,Occupations in front-line public protection services [43],British Columbia,395
2023-07,Occupations in front-line public protection services [431],British Columbia,395
2023-07,Police officers (except commissioned) [4311],British Columbia,245
2023-07,Firefighters [4312],British Columbia,150
2023-07,Non-commissioned ranks of the Canadian Armed Forces [4313],British Columbia,0
2023-07,"Care providers and educational, legal and public protection support occupations [44]",British Columbia,1605
2023-07,Home care providers and educational support occupations [441],British Columbia,1535
2023-07,Home child care providers [4411],British Columbia,0
2023-07,"Home support workers, housekeepers and related occupations [4412]",British Columbia,675
2023-07,Elementary and secondary school teacher assistants [4413],British Columbia,855
2023-07,Legal and public protection support occupations [442],British Columbia,0
2023-07,Sheriffs and bailiffs [4421],British Columbia,0
2023-07,Correctional service officers [4422],British Columbia,0
2023-07,"By-law enforcement and other regulatory officers, not elsewhere classified (n.e.c.) [4423]",British Columbia,0
2023-07,"Occupations in art, culture, recreation and sport [5]",British Columbia,3085
2023-07,Professional occupations in art and culture [51],British Columbia,355
2023-07,"Librarians, archivists, conservators and curators [511]",British Columbia,70
2023-07,Librarians [5111],British Columbia,60
2023-07,Conservators and curators [5112],British Columbia,0
2023-07,Archivists [5113],British Columbia,0
2023-07,"Writing, translating and related communications professionals [512]",British Columbia,105
2023-07,Authors and writers [5121],British Columbia,0
2023-07,Editors [5122],British Columbia,0
2023-07,Journalists [5123],British Columbia,0
2023-07,"Translators, terminologists and interpreters [5125]",British Columbia,5
2023-07,Creative and performing artists [513],British Columbia,0
2023-07,"Producers, directors, choreographers and related occupations [5131]",British Columbia,60
2023-07,"Conductors, composers and arrangers [5132]",British Columbia,0
2023-07,Musicians and singers [5133],British Columbia,0
2023-07,Dancers [5134],British Columbia,0
2023-07,Actors and comedians [5135],British Columbia,0
2023-07,"Painters, sculptors and other visual artists [5136]",British Columbia,0
2023-07,"Technical occupations in art, culture, recreation and sport [52]",British Columbia,2730
2023-07,"Technical occupations in libraries, public archives, museums and art galleries [521]",British Columbia,70
2023-07,Library and public archive technicians [5211],British Columbia,0
2023-07,Technical occupations related to museums and art galleries [5212],British Columbia,65
2023-07,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [522]",British Columbia,695
2023-07,Photographers [5221],British Columbia,0
2023-07,Film and video camera operators [5222],British Columbia,0
2023-07,Graphic arts technicians [5223],British Columbia,0
2023-07,Broadcast technicians [5224],British Columbia,0
2023-07,Audio and video recording technicians [5225],British Columbia,0
2023-07,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [5226]",British Columbia,0
2023-07,"Support occupations in motion pictures, broadcasting, photography and the performing arts [5227]",British Columbia,0
2023-07,"Announcers and other performers, not elsewhere classified (n.e.c.) [523]",British Columbia,0
2023-07,Announcers and other broadcasters [5231],British Columbia,0
2023-07,"Other performers, not elsewhere classified (n.e.c.) [5232]",British Columbia,0
2023-07,Creative designers and craftspersons [524],British Columbia,545
2023-07,Graphic designers and illustrators [5241],British Columbia,390
2023-07,Interior designers and interior decorators [5242],British Columbia,0
2023-07,"Theatre, fashion, exhibit and other creative designers [5243]",British Columbia,0
2023-07,Artisans and craftspersons [5244],British Columbia,0
2023-07,"Patternmakers - textile, leather and fur products [5245]",British Columbia,0
2023-07,"Athletes, coaches, referees and related occupations [525]",British Columbia,1395
2023-07,Athletes [5251],British Columbia,0
2023-07,Coaches [5252],British Columbia,0
2023-07,Sports officials and referees [5253],British Columbia,0
2023-07,"Program leaders and instructors in recreation, sport and fitness [5254]",British Columbia,1145
2023-07,Sales and service occupations [6],British Columbia,36760
2023-07,Retail sales supervisors and specialized sales occupations [62],British Columbia,1375
2023-07,Retail sales supervisors [621],British Columbia,365
2023-07,Retail sales supervisors [6211],British Columbia,365
2023-07,Technical sales specialists in wholesale trade and retail and wholesale buyers [622],British Columbia,310
2023-07,Technical sales specialists - wholesale trade [6221],British Columbia,270
2023-07,Retail and wholesale buyers [6222],British Columbia,0
2023-07,"Insurance, real estate and financial sales occupations [623]",British Columbia,700
2023-07,Insurance agents and brokers [6231],British Columbia,300
2023-07,Real estate agents and salespersons [6232],British Columbia,0
2023-07,Financial sales representatives [6235],British Columbia,295
2023-07,Service supervisors and specialized service occupations [63],British Columbia,7955
2023-07,Service supervisors [631],British Columbia,2445
2023-07,Food service supervisors [6311],British Columbia,1895
2023-07,Executive housekeepers [6312],British Columbia,15
2023-07,"Accommodation, travel, tourism and related services supervisors [6313]",British Columbia,0
2023-07,Customer and information services supervisors [6314],British Columbia,0
2023-07,Cleaning supervisors [6315],British Columbia,0
2023-07,Other services supervisors [6316],British Columbia,50
2023-07,Chefs and cooks [632],British Columbia,4345
2023-07,Chefs [6321],British Columbia,485
2023-07,Cooks [6322],British Columbia,3865
2023-07,Butchers and bakers [633],British Columbia,0
2023-07,"Butchers, meat cutters and fishmongers - retail and wholesale [6331]",British Columbia,0
2023-07,Bakers [6332],British Columbia,0
2023-07,Specialized occupations in personal and customer services [634],British Columbia,0
2023-07,Hairstylists and barbers [6341],British Columbia,0
2023-07,"Tailors, dressmakers, furriers and milliners [6342]",British Columbia,0
2023-07,Shoe repairers and shoemakers [6343],British Columbia,0
2023-07,"Jewellers, jewellery and watch repairers and related occupations [6344]",British Columbia,0
2023-07,Upholsterers [6345],British Columbia,0
2023-07,Funeral directors and embalmers [6346],British Columbia,0
2023-07,Sales representatives and salespersons - wholesale and retail trade [64],British Columbia,6820
2023-07,Sales and account representatives - wholesale trade (non-technical) [641],British Columbia,815
2023-07,Sales and account representatives - wholesale trade (non-technical) [6411],British Columbia,815
2023-07,Retail salespersons [642],British Columbia,6005
2023-07,Retail salespersons [6421],British Columbia,6005
2023-07,Service representatives and other customer and personal services occupations [65],British Columbia,7160
2023-07,Occupations in food and beverage service [651],British Columbia,3565
2023-07,Maîtres d'hôtel and hosts/hostesses [6511],British Columbia,315
2023-07,Bartenders [6512],British Columbia,455
2023-07,Food and beverage servers [6513],British Columbia,2795
2023-07,Occupations in travel and accommodation [652],British Columbia,365
2023-07,Travel counsellors [6521],British Columbia,20
2023-07,Pursers and flight attendants [6522],British Columbia,0
2023-07,Airline ticket and service agents [6523],British Columbia,0
2023-07,"Ground and water transport ticket agents, cargo service representatives and related clerks [6524]",British Columbia,0
2023-07,Hotel front desk clerks [6525],British Columbia,255
2023-07,Tourism and amusement services occupations [653],British Columbia,0
2023-07,Tour and travel guides [6531],British Columbia,0
2023-07,Outdoor sport and recreational guides [6532],British Columbia,0
2023-07,Casino occupations [6533],British Columbia,0
2023-07,Security guards and related security service occupations [654],British Columbia,925
2023-07,Security guards and related security service occupations [6541],British Columbia,925
2023-07,Customer and information services representatives [655],British Columbia,1355
2023-07,Customer services representatives - financial institutions [6551],British Columbia,335
2023-07,Other customer and information services representatives [6552],British Columbia,1020
2023-07,Other occupations in personal service [656],British Columbia,500
2023-07,"Image, social and other personal consultants [6561]",British Columbia,0
2023-07,"Estheticians, electrologists and related occupations [6562]",British Columbia,305
2023-07,Pet groomers and animal care workers [6563],British Columbia,0
2023-07,Other personal service occupations [6564],British Columbia,0
2023-07,Sales support occupations [66],British Columbia,2160
2023-07,Cashiers [661],British Columbia,625
2023-07,Cashiers [6611],British Columbia,625
2023-07,Other sales support and related occupations [662],British Columbia,1535
2023-07,Service station attendants [6621],British Columbia,0
2023-07,"Store shelf stockers, clerks and order fillers [6622]",British Columbia,1475
2023-07,Other sales related occupations [6623],British Columbia,0
2023-07,"Service support and other service occupations, not elsewhere classified (n.e.c.) [67]",British Columbia,11285
2023-07,"Food counter attendants, kitchen helpers and related support occupations [671]",British Columbia,7545
2023-07,"Food counter attendants, kitchen helpers and related support occupations [6711]",British Columbia,7545
2023-07,"Support occupations in accommodation, travel and amusement services [672]",British Columbia,300
2023-07,"Support occupations in accommodation, travel and facilities set-up services [6721]",British Columbia,60
2023-07,"Operators and attendants in amusement, recreation and sport [6722]",British Columbia,245
2023-07,Cleaners [673],British Columbia,3215
2023-07,Light duty cleaners [6731],British Columbia,2220
2023-07,Specialized cleaners [6732],British Columbia,240
2023-07,"Janitors, caretakers and building superintendents [6733]",British Columbia,750
2023-07,"Other service support and related occupations, not elsewhere classified (n.e.c.) [674]",British Columbia,230
2023-07,"Dry cleaning, laundry and related occupations [6741]",British Columbia,105
2023-07,"Other service support occupations, not elsewhere classified (n.e.c.) [6742]",British Columbia,125
2023-07,"Trades, transport and equipment operators and related occupations [7]",British Columbia,26540
2023-07,"Industrial, electrical and construction trades [72]",British Columbia,9385
2023-07,"Contractors and supervisors, industrial, electrical and construction trades and related workers [720]",British Columbia,385
2023-07,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations [7201]",British Columbia,0
2023-07,"Contractors and supervisors, electrical trades and telecommunications occupations [7202]",British Columbia,30
2023-07,"Contractors and supervisors, pipefitting trades [7203]",British Columbia,0
2023-07,"Contractors and supervisors, carpentry trades [7204]",British Columbia,0
2023-07,"Contractors and supervisors, other construction trades, installers, repairers and servicers [7205]",British Columbia,0
2023-07,"Machining, metal forming, shaping and erecting trades [723]",British Columbia,1530
2023-07,Machinists and machining and tooling inspectors [7231],British Columbia,0
2023-07,Tool and die makers [7232],British Columbia,0
2023-07,Sheet metal workers [7233],British Columbia,0
2023-07,Boilermakers [7234],British Columbia,0
2023-07,Structural metal and platework fabricators and fitters [7235],British Columbia,0
2023-07,Ironworkers [7236],British Columbia,0
2023-07,Welders and related machine operators [7237],British Columbia,425
2023-07,Electrical trades and electrical power line and telecommunications workers [724],British Columbia,1075
2023-07,Electricians (except industrial and power system) [7241],British Columbia,945
2023-07,Industrial electricians [7242],British Columbia,105
2023-07,Power system electricians [7243],British Columbia,0
2023-07,Electrical power line and cable workers [7244],British Columbia,0
2023-07,Telecommunications line and cable workers [7245],British Columbia,0
2023-07,Telecommunications installation and repair workers [7246],British Columbia,20
2023-07,Cable television service and maintenance technicians [7247],British Columbia,0
2023-07,"Plumbers, pipefitters and gas fitters [725]",British Columbia,1480
2023-07,Plumbers [7251],British Columbia,1025
2023-07,"Steamfitters, pipefitters and sprinkler system installers [7252]",British Columbia,0
2023-07,Gas fitters [7253],British Columbia,0
2023-07,Carpenters and cabinetmakers [727],British Columbia,2195
2023-07,Carpenters [7271],British Columbia,2180
2023-07,Cabinetmakers [7272],British Columbia,0
2023-07,Masonry and plastering trades [728],British Columbia,0
2023-07,Bricklayers [7281],British Columbia,0
2023-07,Concrete finishers [7282],British Columbia,0
2023-07,Tilesetters [7283],British Columbia,25
2023-07,"Plasterers, drywall installers and finishers and lathers [7284]",British Columbia,0
2023-07,Other construction trades [729],British Columbia,2240
2023-07,Roofers and shinglers [7291],British Columbia,0
2023-07,Glaziers [7292],British Columbia,0
2023-07,Insulators [7293],British Columbia,0
2023-07,Painters and decorators (except interior decorators) [7294],British Columbia,0
2023-07,Floor covering installers [7295],British Columbia,0
2023-07,Maintenance and equipment operation trades [73],British Columbia,4635
2023-07,"Contractors and supervisors, maintenance trades and heavy equipment and transport operators [730]",British Columbia,255
2023-07,"Contractors and supervisors, mechanic trades [7301]",British Columbia,0
2023-07,"Contractors and supervisors, heavy equipment operator crews [7302]",British Columbia,0
2023-07,"Supervisors, printing and related occupations [7303]",British Columbia,0
2023-07,"Supervisors, railway transport operations [7304]",British Columbia,0
2023-07,"Supervisors, motor transport and other ground transit operators [7305]",British Columbia,25
2023-07,Machinery and transportation equipment mechanics (except motor vehicles) [731],British Columbia,1845
2023-07,Construction millwrights and industrial mechanics [7311],British Columbia,470
2023-07,Heavy-duty equipment mechanics [7312],British Columbia,685
2023-07,"Heating, refrigeration and air conditioning mechanics [7313]",British Columbia,495
2023-07,Railway carmen/women [7314],British Columbia,0
2023-07,Aircraft mechanics and aircraft inspectors [7315],British Columbia,190
2023-07,Machine fitters [7316],British Columbia,0
2023-07,Elevator constructors and mechanics [7318],British Columbia,0
2023-07,Automotive service technicians [732],British Columbia,2155
2023-07,"Automotive service technicians, truck and bus mechanics and mechanical repairers [7321]",British Columbia,1395
2023-07,Motor vehicle body repairers [7322],British Columbia,760
2023-07,Other mechanics and related repairers [733],British Columbia,45
2023-07,Oil and solid fuel heating mechanics [7331],British Columbia,0
2023-07,Appliance servicers and repairers [7332],British Columbia,0
2023-07,Electrical mechanics [7333],British Columbia,0
2023-07,"Motorcycle, all-terrain vehicle and other related mechanics [7334]",British Columbia,0
2023-07,Other small engine and small equipment repairers [7335],British Columbia,0
2023-07,Train crew operating occupations [736],British Columbia,0
2023-07,Railway and yard locomotive engineers [7361],British Columbia,0
2023-07,Railway conductors and brakemen/women [7362],British Columbia,0
2023-07,"Crane operators, drillers and blasters [737]",British Columbia,155
2023-07,Crane operators [7371],British Columbia,0
2023-07,"Drillers and blasters - surface mining, quarrying and construction [7372]",British Columbia,0
2023-07,Water well drillers [7373],British Columbia,0
2023-07,"Printing press operators and other trades and related occupations, not elsewhere classified (n.e.c.) [738]",British Columbia,0
2023-07,Printing press operators [7381],British Columbia,0
2023-07,"Other trades and related occupations, not elsewhere classified (n.e.c.) [7384]",British Columbia,0
2023-07,"Other installers, repairers and servicers and material handlers [74]",British Columbia,1985
2023-07,"Other installers, repairers and servicers [744]",British Columbia,1050
2023-07,Residential and commercial installers and servicers [7441],British Columbia,0
2023-07,Waterworks and gas maintenance workers [7442],British Columbia,0
2023-07,Pest controllers and fumigators [7444],British Columbia,0
2023-07,Other repairers and servicers [7445],British Columbia,0
2023-07,Longshore workers and material handlers [745],British Columbia,940
2023-07,Longshore workers [7451],British Columbia,0
2023-07,Material handlers [7452],British Columbia,920
2023-07,Transport and heavy equipment operation and related maintenance occupations [75],British Columbia,5795
2023-07,Motor vehicle and transit drivers [751],British Columbia,4735
2023-07,Transport truck drivers [7511],British Columbia,3730
2023-07,"Bus drivers, subway operators and other transit operators [7512]",British Columbia,220
2023-07,Taxi and limousine drivers and chauffeurs [7513],British Columbia,0
2023-07,Delivery and courier service drivers [7514],British Columbia,735
2023-07,Heavy equipment operators [752],British Columbia,685
2023-07,Heavy equipment operators (except crane) [7521],British Columbia,550
2023-07,Public works maintenance equipment operators and related workers [7522],British Columbia,135
2023-07,Other transport equipment operators and related maintenance workers [753],British Columbia,0
2023-07,Railway yard and track maintenance workers [7531],British Columbia,0
2023-07,Water transport deck and engine room crew [7532],British Columbia,0
2023-07,Boat and cable ferry operators and related occupations [7533],British Columbia,0
2023-07,Air transport ramp attendants [7534],British Columbia,0
2023-07,Other automotive mechanical installers and servicers [7535],British Columbia,0
2023-07,"Trades helpers, construction labourers and related occupations [76]",British Columbia,4740
2023-07,Trades helpers and labourers [761],British Columbia,4215
2023-07,Construction trades helpers and labourers [7611],British Columbia,3725
2023-07,Other trades helpers and labourers [7612],British Columbia,490
2023-07,"Public works and other labourers, not elsewhere classified (n.e.c.) [762]",British Columbia,525
2023-07,Public works and maintenance labourers [7621],British Columbia,285
2023-07,Railway and motor transport labourers [7622],British Columbia,0
2023-07,"Natural resources, agriculture and related production occupations [8]",British Columbia,3675
2023-07,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",British Columbia,450
2023-07,"Supervisors, logging and forestry [821]",British Columbia,0
2023-07,"Supervisors, logging and forestry [8211]",British Columbia,0
2023-07,"Contractors and supervisors, mining, oil and gas [822]",British Columbia,75
2023-07,"Supervisors, mining and quarrying [8221]",British Columbia,60
2023-07,"Contractors and supervisors, oil and gas drilling and services [8222]",British Columbia,0
2023-07,"Underground miners, oil and gas drillers and related occupations [823]",British Columbia,125
2023-07,Underground production and development miners [8231],British Columbia,120
2023-07,"Oil and gas well drillers, servicers, testers and related workers [8232]",British Columbia,0
2023-07,Logging machinery operators [824],British Columbia,0
2023-07,Logging machinery operators [8241],British Columbia,0
2023-07,"Contractors and supervisors, agriculture, horticulture and related operations and services [825]",British Columbia,155
2023-07,"Agricultural service contractors, farm supervisors and specialized livestock workers [8252]",British Columbia,0
2023-07,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services [8255]",British Columbia,0
2023-07,Fishing vessel masters and fishermen/women [826],British Columbia,0
2023-07,Fishing masters and officers [8261],British Columbia,0
2023-07,Fishermen/women [8262],British Columbia,0
2023-07,"Workers in natural resources, agriculture and related production [84]",British Columbia,960
2023-07,Mine service workers and operators in oil and gas drilling [841],British Columbia,0
2023-07,Underground mine service and support workers [8411],British Columbia,0
2023-07,Oil and gas well drilling and related workers and services operators [8412],British Columbia,0
2023-07,Logging and forestry workers [842],British Columbia,85
2023-07,Chain saw and skidder operators [8421],British Columbia,0
2023-07,Silviculture and forestry workers [8422],British Columbia,0
2023-07,Agriculture and horticulture workers [843],British Columbia,820
2023-07,General farm workers [8431],British Columbia,625
2023-07,Nursery and greenhouse workers [8432],British Columbia,0
2023-07,Other workers in fishing and trapping and hunting occupations [844],British Columbia,0
2023-07,Fishing vessel deckhands [8441],British Columbia,0
2023-07,Trappers and hunters [8442],British Columbia,0
2023-07,"Harvesting, landscaping and natural resources labourers [86]",British Columbia,2260
2023-07,"Harvesting, landscaping and natural resources labourers [861]",British Columbia,2260
2023-07,Harvesting labourers [8611],British Columbia,0
2023-07,Landscaping and grounds maintenance labourers [8612],British Columbia,970
2023-07,Aquaculture and marine harvest labourers [8613],British Columbia,0
2023-07,Mine labourers [8614],British Columbia,0
2023-07,"Oil and gas drilling, servicing and related labourers [8615]",British Columbia,0
2023-07,Logging and forestry labourers [8616],British Columbia,0
2023-07,Occupations in manufacturing and utilities [9],British Columbia,3370
2023-07,"Processing, manufacturing and utilities supervisors and central control operators [92]",British Columbia,340
2023-07,"Supervisors, processing and manufacturing occupations [921]",British Columbia,115
2023-07,"Supervisors, mineral and metal processing [9211]",British Columbia,0
2023-07,"Supervisors, petroleum, gas and chemical processing and utilities [9212]",British Columbia,15
2023-07,"Supervisors, food and beverage processing [9213]",British Columbia,0
2023-07,"Supervisors, plastic and rubber products manufacturing [9214]",British Columbia,0
2023-07,"Supervisors, forest products processing [9215]",British Columbia,0
2023-07,"Supervisors, textile, fabric, fur and leather products processing and manufacturing [9217]",British Columbia,0
2023-07,"Supervisors, assembly and fabrication [922]",British Columbia,0
2023-07,"Supervisors, motor vehicle assembling [9221]",British Columbia,0
2023-07,"Supervisors, electronics manufacturing [9222]",British Columbia,0
